Symbol,Entry Date,Exit Date,Entry Price,Exit Price,Position Size,Stop Loss,Take Profit,Exit Reason,Profit/Loss $,Profit/Loss %,Capital After Trade,Trade Duration
AMZN,2024-10-22,2024-10-23,189.6999969482422,185.90599700927734,15.0494814807391,185.90599700927734,197.28799682617188,Stop Loss,-57.09773181937671,-2.000000000000001,1846.1599954931803,1
AMZN,2024-10-25,2024-10-30,187.8300018310547,195.34320190429688,14.743331556428222,184.07340179443358,195.34320190429688,Take Profit,110.7695997295904,4.000000000000001,1956.9295952227708,5
AMZN,2024-11-01,2024-11-06,197.92999267578125,205.8471923828125,14.830467849521236,193.9713928222656,205.8471923828125,Take Profit,117.41577571336582,3.9999999999999973,2074.3453709361365,5
AMZN,2024-11-07,2024-11-11,210.0500030517578,205.84900299072265,14.813225475828734,205.84900299072265,218.45200317382813,Stop Loss,-62.23036112808409,-2.0000000000000018,2012.1150098080525,4
AMZN,2024-11-12,2024-11-15,208.91000366210938,204.7318035888672,14.447237862259913,204.7318035888672,217.26640380859376,Stop Loss,-60.363450294241574,-1.9999999999999967,1951.751559513811,3
AMZN,2024-11-26,2024-12-04,207.86000061035156,216.17440063476562,14.084611424392158,203.70280059814453,216.17440063476562,Take Profit,117.10509357082864,3.9999999999999964,2068.8566530846397,8
AMZN,2024-12-05,2024-12-09,220.5500030517578,229.37200317382812,14.07066396139965,216.13900299072264,229.37200317382812,Take Profit,124.13139918507797,3.9999999999999973,2192.9880522697176,4
AMZN,2024-12-11,2024-12-18,230.25999450683594,225.6547946166992,14.285947002864667,225.6547946166992,239.47039428710937,Stop Loss,-65.78964156809153,-2.0000000000000058,2127.198410701626,7
AMZN,2024-12-24,2024-12-27,229.0500030517578,224.46900299072266,13.930572248590732,224.46900299072266,238.21200317382812,Stop Loss,-63.81595232104878,-1.9999999999999993,2063.382458380577,3
AMZN,2025-01-28,2025-01-30,238.14999389648438,233.38699401855467,12.996320667201777,233.38699401855467,247.67599365234375,Stop Loss,-61.90147375141732,-2.0000000000000058,2001.4809846291598,2
AMZN,2025-01-31,2025-02-03,237.67999267578125,232.92639282226563,12.631359683013219,232.92639282226563,247.1871923828125,Stop Loss,-60.044429538874795,-1.9999999999999998,1941.436555090285,3
AMZN,2025-02-04,2025-02-05,242.05999755859375,237.21879760742186,12.03071495499993,237.21879760742186,251.7423974609375,Stop Loss,-58.24309665270856,-2.0000000000000053,1883.1934584375765,1
AMZN,2025-02-06,2025-02-07,238.8300018310547,234.0534017944336,11.827618665994013,234.0534017944336,248.3832019042969,Stop Loss,-56.49580375312729,-1.9999999999999987,1826.6976546844492,1
NFLX,2024-04-03,2024-04-04,630.0800170898438,617.4784167480468,4.348727792831992,617.4784167480468,655.2832177734375,Stop Loss,-54.80092964053348,-2.00000000000001,1771.8967250439157,1
NFLX,2024-04-05,2024-04-09,636.1799926757812,623.4563928222656,4.177819356416619,623.4563928222656,661.6271923828125,Stop Loss,-53.15690175131747,-2.000000000000009,1718.7398232925982,4
